,Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Fantasy_Points,Teams,Opponent_Team,Match_Location,Toss_Winner,Choose_to
148,Doddapaneni Kalyankrishna,2.0,0,23,0,11.5,2,2,1,0,0,0,Deccan Chargers,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers,field
149,Ashish Nehra,2.0,0,19,0,9.5,5,4,0,0,0,0,Mumbai Indians,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers,field
150,Shaun Pollock,2.0,0,33,0,16.5,3,3,3,0,0,-6,Mumbai Indians,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers,field
151,Dhawal Kulkarni,1.0,0,8,0,8.0,4,2,0,0,0,0,Mumbai Indians,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers,field
152,Sanath Jayasuriya,2.0,0,17,0,8.5,4,1,1,0,0,0,Mumbai Indians,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers,field
153,Siddharth Chitnis,2.0,0,20,0,10.0,4,2,1,1,0,0,Mumbai Indians,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers,field
154,Dwayne Bravo,2.0,0,31,0,15.5,3,1,3,2,0,-6,Mumbai Indians,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers,field
155,Abhishek Nayar,1.0,0,22,0,22.0,0,0,3,1,0,0,Mumbai Indians,Deccan Chargers,"Dr DY Patil Sports Academy, Mumbai",Deccan Chargers,field
156,Brett Lee,4.0,0,33,1,8.25,7,5,0,0,0,25,Punjab Kings,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
157,Irfan Pathan,4.0,0,26,2,6.5,8,2,0,3,0,50,Punjab Kings,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
158,Sreesanth,2.0,0,25,0,12.5,2,3,1,0,0,-6,Punjab Kings,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
159,Vikram Singh,4.0,0,29,3,7.25,10,4,0,0,0,79,Punjab Kings,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
160,Piyush Chawla,4.0,0,29,0,7.25,12,3,1,1,0,0,Punjab Kings,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
161,Yuvraj Singh,2.0,0,11,1,5.5,5,1,0,1,0,25,Punjab Kings,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
162,Glenn McGrath,4.0,0,29,1,7.25,12,4,1,0,0,25,Delhi Capitals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
163,Mohammad Asif,4.0,0,39,2,9.75,11,7,0,0,1,50,Delhi Capitals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
164,Farveez Maharoof,3.0,0,31,0,10.33,7,4,1,1,0,0,Delhi Capitals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
165,Yo Mahesh,4.0,0,23,1,5.75,9,2,0,0,0,25,Delhi Capitals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
166,Shoaib Malik,3.3,0,32,1,9.14,8,2,1,2,1,25,Delhi Capitals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
167,Rajat Bhatia,1.0,0,5,0,5.0,2,0,0,1,0,0,Delhi Capitals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Delhi Capitals,bat
168,Dale Steyn,4.0,0,40,0,10.0,11,6,1,3,0,0,Royal Challengers Bangalore,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat
169,Zaheer Khan,4.0,0,38,3,9.5,12,7,1,0,0,79,Royal Challengers Bangalore,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat
170,Praveen Kumar,4.0,0,29,1,7.25,8,1,2,0,0,25,Royal Challengers Bangalore,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat
171,Jacques Kallis,4.0,0,36,0,9.0,4,2,1,0,0,0,Royal Challengers Bangalore,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat
172,Balachandra Akhil,4.0,0,34,0,8.5,9,1,3,0,0,0,Royal Challengers Bangalore,Chennai Super Kings,"M.Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat
173,Jacob Oram,4.0,0,27,0,6.75,10,2,1,2,0,0,Chennai Super Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat
174,Manpreet Gony,4.0,0,34,3,8.5,10,4,1,0,0,79,Chennai Super Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat
175,Albie Morkel,4.0,0,38,1,9.5,6,2,2,3,0,25,Chennai Super Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat
176,Palani  Amarnath,4.0,0,38,2,9.5,5,5,0,0,0,50,Chennai Super Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat
177,Joginder Sharma,3.4,0,27,2,7.36,5,1,1,1,0,50,Chennai Super Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,bat
178,Shaun Pollock,4.0,0,27,2,6.75,11,3,1,0,0,50,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
179,Ashish Nehra,1.0,0,9,0,9.0,3,2,0,0,0,0,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
180,Dilhara Fernando,4.0,0,41,1,10.25,8,6,1,2,0,25,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
181,Dhawal Kulkarni,3.0,0,15,0,5.0,9,1,0,1,0,0,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
182,Dwayne Bravo,4.0,0,25,1,6.25,11,2,1,1,0,25,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
183,Sanath Jayasuriya,4.0,1,14,3,3.5,14,1,0,1,0,97,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
184,Ajit Agarkar,4.0,0,23,1,5.75,13,2,0,3,1,25,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
185,Ishant Sharma,3.4,0,33,1,9.0,13,6,1,0,0,25,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
186,Ashok Dinda,4.0,0,12,1,3.0,16,1,0,0,0,31,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
187,Murali Kartik,3.0,0,24,0,8.0,9,3,1,1,0,0,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
188,Mohammad Hafeez,1.0,0,16,0,16.0,1,2,0,1,0,0,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
189,Sourav Ganguly,2.0,0,14,0,7.0,1,1,0,0,0,0,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
190,Laxmi Shukla,1.0,0,11,0,11.0,1,2,0,0,0,0,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat
191,Dale Steyn,4.0,0,29,1,7.25,10,3,0,1,1,25,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
192,Zaheer Khan,4.0,0,42,1,10.5,9,7,1,0,0,25,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
193,Praveen Kumar,4.0,0,24,0,6.0,7,2,0,0,0,0,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
194,Vinay Kumar,2.0,0,25,0,12.5,1,4,0,0,0,-6,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
195,Jacques Kallis,4.0,0,39,2,9.75,6,3,2,0,0,50,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
196,Virat Kohli,1.0,0,11,0,11.0,0,1,0,0,0,0,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
197,Sunil Joshi,1.0,0,19,0,19.0,0,1,2,0,0,0,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
198,Glenn McGrath,4.0,0,29,4,7.25,10,3,1,0,0,108,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
199,Mohammad Asif,4.0,0,42,0,10.5,8,5,2,0,0,0,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
200,Yo Mahesh,4.0,0,28,0,7.0,8,3,0,0,1,0,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
201,Daniel Vettori,4.0,0,19,1,4.75,8,1,0,0,0,31,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
202,Rajat Bhatia,1.0,0,14,0,14.0,1,3,0,0,0,0,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
203,Shoaib Malik,1.0,0,8,0,8.0,3,0,1,0,0,0,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
204,Virender Sehwag,2.0,0,30,0,15.0,1,1,3,0,0,-6,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field
205,Sreesanth,4.0,0,33,1,8.25,9,5,0,1,0,25,Punjab Kings,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,field
206,Irfan Pathan,4.0,0,30,2,7.5,9,3,1,1,0,50,Punjab Kings,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,field
207,Vikram Singh,4.0,0,34,0,8.5,6,4,0,0,0,0,Punjab Kings,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,field
208,Piyush Chawla,4.0,0,28,3,7.0,8,2,1,0,0,79,Punjab Kings,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,field
209,Gagandeep Singh,4.0,0,37,1,9.25,10,5,1,0,0,25,Punjab Kings,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,field
210,RP Singh,3.5,0,36,0,9.39,6,5,0,2,0,0,Deccan Chargers,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,field
211,Nuwan Zoysa,4.0,0,32,1,8.0,10,4,1,0,0,25,Deccan Chargers,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,field
212,Shahid Afridi,3.0,0,28,0,9.33,3,4,0,0,0,0,Deccan Chargers,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,field
213,Sanjay Bangar,4.0,0,26,0,6.5,9,3,0,0,0,0,Deccan Chargers,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,field
214,Doddapaneni Kalyankrishna,3.0,0,34,1,11.33,5,4,1,2,0,25,Deccan Chargers,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,field
215,Venugopal Rao,1.0,0,9,0,9.0,1,1,0,0,0,0,Deccan Chargers,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,field
216,Ashok Dinda,4.0,0,30,0,7.5,11,5,0,2,0,0,Kolkata Knight Riders,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
217,Ishant Sharma,4.0,0,26,1,6.5,13,4,0,0,1,25,Kolkata Knight Riders,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
218,Ajit Agarkar,4.0,0,46,1,11.5,6,4,3,0,0,25,Kolkata Knight Riders,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
219,Umar Gul,4.0,0,31,3,7.75,8,1,1,1,2,79,Kolkata Knight Riders,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
220,David Hussey,2.0,0,26,0,13.0,1,4,0,0,0,-6,Kolkata Knight Riders,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
221,Sourav Ganguly,1.0,0,14,0,14.0,1,3,0,0,0,0,Kolkata Knight Riders,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
222,Laxmi Shukla,1.0,0,16,1,16.0,1,1,1,0,1,25,Kolkata Knight Riders,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
223,Shane Watson,3.1,0,22,2,6.95,11,2,1,2,0,50,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
224,Sohail Tanvir,4.0,0,30,2,7.5,9,2,1,2,0,50,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
225,Siddharth Trivedi,4.0,0,31,2,7.75,8,1,2,2,0,50,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
226,Munaf Patel,4.0,0,29,0,7.25,7,1,1,0,0,0,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
227,Shane Warne,2.0,0,20,1,10.0,2,1,1,1,0,25,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
228,Yusuf Pathan,2.0,0,14,0,7.0,4,1,0,0,0,0,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
229,Glenn McGrath,4.0,0,21,1,5.25,11,2,0,0,0,25,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
230,Mohammad Asif,4.0,0,34,1,8.5,7,5,0,1,0,25,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
231,Yo Mahesh,4.0,0,31,1,7.75,13,5,0,0,2,25,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
232,Pradeep Sangwan,4.0,0,40,0,10.0,6,3,2,2,0,0,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
233,Shoaib Malik,1.0,0,11,0,11.0,1,1,0,1,0,0,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
234,Virender Sehwag,2.0,0,21,1,10.5,5,1,2,0,0,25,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
235,Rajat Bhatia,1.0,0,11,1,11.0,1,0,1,0,0,25,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
236,Makhaya Ntini,4.0,0,29,0,7.25,10,3,1,0,0,0,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
237,Manpreet Gony,4.0,0,39,1,9.75,8,3,2,1,0,25,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
238,Albie Morkel,4.0,0,40,0,10.0,7,6,0,1,0,0,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
239,Joginder Sharma,3.0,0,35,1,11.67,4,2,2,0,1,25,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
240,Muttiah Muralitharan,4.0,0,27,0,6.75,9,2,0,0,1,0,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
241,Anil Kumble,4.0,0,33,1,8.25,12,2,2,1,0,25,Royal Challengers Bangalore,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
242,Dale Steyn,4.0,0,19,2,4.75,13,2,0,1,0,56,Royal Challengers Bangalore,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
243,Jacques Kallis,1.2,0,19,0,14.25,1,2,1,1,0,0,Royal Challengers Bangalore,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
244,Virat Kohli,3.4,0,25,2,6.82,6,0,1,1,1,50,Royal Challengers Bangalore,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
245,Vinay Kumar,4.0,0,27,3,6.75,17,4,1,0,1,79,Royal Challengers Bangalore,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
246,Balachandra Akhil,3.0,0,39,0,13.0,5,5,2,0,0,-6,Royal Challengers Bangalore,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
247,Chaminda Vaas,4.0,0,36,1,9.0,10,7,0,0,0,25,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
248,RP Singh,3.0,0,15,0,5.0,9,2,0,0,0,0,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
249,Sanjay Bangar,4.0,0,30,1,7.5,10,5,0,0,0,25,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
250,Paidikalva Vijaykumar,4.0,0,29,0,7.25,9,3,1,0,0,0,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
251,Venugopal Rao,1.0,0,18,0,18.0,0,2,1,0,0,0,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
252,Dwaraka Ravi Teja,2.0,0,19,1,9.5,3,0,2,0,0,25,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
253,Chamara Silva,1.0,0,21,0,21.0,0,0,3,0,0,0,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deccan Chargers,bat
254,Ishant Sharma,4.0,0,41,0,10.25,9,6,1,0,1,0,Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
255,Ajit Agarkar,3.0,0,26,0,8.67,5,4,0,1,0,0,Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
256,Ashok Dinda,3.0,0,24,1,8.0,12,4,1,1,0,25,Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
257,Mohammad Hafeez,3.0,0,28,1,9.33,5,3,1,0,0,25,Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
258,David Hussey,3.0,0,23,1,7.67,8,2,1,0,0,25,Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
259,Umar Gul,4.0,0,27,2,6.75,9,3,0,2,0,50,Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
260,Sreesanth,4.0,0,25,2,6.25,13,3,0,1,0,50,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
261,Irfan Pathan,4.0,0,18,2,4.5,16,1,1,1,0,56,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
262,Vikram Singh,4.0,0,31,1,7.75,6,3,0,0,0,25,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
263,Gagandeep Singh,4.0,0,43,1,10.75,6,2,3,0,0,25,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
264,James Hopes,3.0,0,35,0,11.67,4,0,3,0,0,0,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
265,Piyush Chawla,1.0,0,16,0,16.0,2,0,2,0,0,0,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,bat
266,Glenn McGrath,4.0,0,26,0,6.5,11,4,0,0,0,0,Delhi Capitals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
267,Mohammad Asif,4.0,0,46,1,11.5,9,4,3,3,0,25,Delhi Capitals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
268,Yo Mahesh,4.0,0,33,3,8.25,11,5,1,0,0,79,Delhi Capitals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
269,Pradeep Sangwan,4.0,0,21,1,5.25,10,0,1,0,1,25,Delhi Capitals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
270,Rajat Bhatia,2.0,0,22,1,11.0,5,0,3,0,0,25,Delhi Capitals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
271,Virender Sehwag,1.0,0,2,1,2.0,4,0,0,0,0,25,Delhi Capitals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
272,Shoaib Malik,1.0,0,6,1,6.0,3,1,0,0,0,25,Delhi Capitals,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
273,Shaun Pollock,4.0,0,16,2,4.0,15,0,1,0,0,56,Mumbai Indians,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
274,Ashish Nehra,4.0,0,25,3,6.25,11,2,1,0,0,79,Mumbai Indians,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
275,Dwayne Bravo,3.0,0,27,1,9.0,6,2,1,0,0,25,Mumbai Indians,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
276,Dhawal Kulkarni,2.5,0,18,2,6.35,8,2,0,0,1,50,Mumbai Indians,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
277,Sanath Jayasuriya,1.0,0,16,0,16.0,0,0,2,0,0,0,Mumbai Indians,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
278,Dominic Thornely,2.0,0,15,1,7.5,3,2,0,0,0,25,Mumbai Indians,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
279,Rohan Raje,2.0,0,13,0,6.5,3,1,0,0,0,0,Mumbai Indians,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,field
280,Sohail Tanvir,4.0,0,14,6,3.5,17,2,0,0,0,172,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
281,Shane Watson,4.0,0,19,1,4.75,18,3,0,2,0,31,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
282,Munaf Patel,4.0,0,16,2,4.0,12,1,0,0,0,56,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
283,Siddharth Trivedi,2.0,0,17,0,8.5,4,2,0,0,0,0,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
284,Shane Warne,3.0,0,29,1,9.67,6,3,1,0,0,25,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
285,Yusuf Pathan,2.0,0,9,0,4.5,6,1,0,0,0,6,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
286,Makhaya Ntini,3.0,1,17,0,5.67,10,3,0,0,0,12,Chennai Super Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
287,Manpreet Gony,3.0,0,25,0,8.33,8,5,0,0,0,0,Chennai Super Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
288,Albie Morkel,1.0,0,10,0,10.0,4,0,0,3,1,0,Chennai Super Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
289,Muttiah Muralitharan,4.0,0,20,1,5.0,13,0,0,2,0,25,Chennai Super Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
290,Suresh Raina,1.2,0,10,0,7.5,2,1,0,0,0,0,Chennai Super Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
291,Vidyut Sivaramakrishnan,2.0,0,22,1,11.0,5,1,2,1,0,25,Chennai Super Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat
292,Sreesanth,4.0,0,16,2,4.0,17,2,0,2,0,56,Punjab Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
293,Irfan Pathan,3.2,0,13,1,3.9,14,2,0,1,0,31,Punjab Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
294,Gagandeep Singh,3.0,0,28,0,9.33,4,4,0,0,0,0,Punjab Kings,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Punjab Kings,field
