,Player,Runs,Balls,4s,6s,Fantasy_Points,Teams,Opponent_Team,Toss_Winner,Choose_to,Match_Location,strike_rate
170,Shane Watson,61,41,8,2,73,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru",148.78
171,Mohammad Kaif,4,6,1,0,5,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru",66.67
172,Sourav Ganguly,12,19,1,0,13,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",63.16
173,Brendon McCullum,24,12,2,2,36,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",200.0
174,Ricky Ponting,0,1,0,0,-2,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",0.0
175,Wriddhiman Saha,27,16,5,1,34,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",168.75
176,David Hussey,0,2,0,0,-2,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",0.0
177,Mohammad Hafeez,16,24,1,0,17,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",66.67
178,Laxmi Shukla,42,33,4,1,48,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",127.27
179,Ajit Agarkar,11,9,1,0,12,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",122.22
180,Murali Kartik,3,3,0,0,3,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",100.0
181,Ishant Sharma,4,3,0,0,4,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",133.33
182,Ashok Dinda,0,0,0,0,-2,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",
183,Parthiv Patel,21,27,3,0,24,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",77.78
184,Matthew Hayden,70,49,6,3,82,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",142.86
185,MS Dhoni,43,27,3,2,50,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai",159.26
186,Luke Ronchi,13,11,3,0,16,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai",118.18
187,Sanath Jayasuriya,18,21,2,0,20,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai",85.71
188,Ajinkya Rahane,0,7,0,0,-2,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai",0.0
189,Robin Uthappa,6,5,1,0,7,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai",120.0
190,Shaun Pollock,31,31,3,1,36,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai",100.0
191,Abhishek Nayar,34,19,1,3,47,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai",178.95
192,Dwayne Bravo,34,18,3,1,45,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai",188.89
193,Musavir Khote,7,10,1,0,8,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai",70.0
194,Adam Gilchrist,109,47,9,10,160,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai",231.91
195,VVS Laxman,37,26,4,1,43,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai",142.31
196,Gautam Gambhir,18,14,3,0,21,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",128.57
197,Virender Sehwag,6,6,1,0,7,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",100.0
198,Shikhar Dhawan,0,3,0,0,-2,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0.0
199,Shoaib Malik,19,17,3,0,22,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",111.76
200,Manoj Tiwary,39,34,6,0,45,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",114.71
201,Dinesh Karthik,24,14,2,1,34,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",171.43
202,Rajat Bhatia,17,15,1,1,20,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",113.33
203,Farveez Maharoof,18,12,2,0,20,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",150.0
204,Yo Mahesh,6,5,0,0,6,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",120.0
205,Karan Goel,1,3,0,0,-5,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",33.33
206,Simon Katich,75,52,11,1,88,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",144.23
207,Kumar Sangakkara,4,2,1,0,11,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",200.0
208,Mahela Jayawardene,15,14,2,0,17,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",107.14
209,Yuvraj Singh,40,29,3,2,47,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",137.93
210,Tanmay Srivastava,7,9,0,0,7,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",77.78
211,Irfan Pathan,10,7,2,0,12,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",142.86
212,Brett Lee,1,3,0,0,-5,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",33.33
213,Parthiv Patel,21,17,2,1,25,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",123.53
214,Matthew Hayden,13,19,2,0,15,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",68.42
215,Michael Hussey,47,37,3,2,54,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",127.03
216,Suresh Raina,28,17,1,2,33,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",164.71
217,MS Dhoni,65,30,9,3,86,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",216.67
218,Jacob Oram,0,0,0,0,-2,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",
219,Bharat Chipli,8,11,1,0,9,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",72.73
220,Wasim Jaffer,50,33,5,2,59,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",151.52
221,Ross Taylor,53,34,3,3,62,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",155.88
222,Jacques Kallis,14,10,2,0,16,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",140.0
223,Mark Boucher,4,6,0,0,4,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",66.67
224,Virat Kohli,12,7,2,0,20,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",171.43
225,Rahul Dravid,0,1,0,0,-2,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",0.0
226,Praveen Kumar,6,5,0,0,6,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",120.0
227,Zaheer Khan,8,6,1,0,9,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",133.33
228,Balachandra Akhil,2,3,0,0,2,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",66.67
229,Dale Steyn,1,2,0,0,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru",50.0
230,Brendon McCullum,1,2,0,0,1,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",50.0
231,Sourav Ganguly,4,2,1,0,11,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",200.0
232,Ricky Ponting,19,31,1,0,20,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",61.29
233,Debabrata Das,29,20,5,1,36,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",145.0
234,David Hussey,17,20,3,0,20,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",85.0
235,Mohammad Hafeez,2,6,0,0,-4,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",33.33
236,Laxmi Shukla,40,22,4,2,54,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",181.82
237,Ajit Agarkar,2,6,0,0,-4,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",33.33
238,Murali Kartik,10,11,1,0,11,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",90.91
239,Ishant Sharma,0,0,0,0,-2,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",
240,Ajinkya Rahane,4,10,1,0,-1,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",40.0
241,Sanath Jayasuriya,18,10,3,1,29,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",180.0
242,Manish Pandey,0,3,0,0,-2,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",0.0
243,Robin Uthappa,37,37,5,0,42,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",100.0
244,Dwayne Bravo,64,53,8,1,74,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",120.75
245,Gautam Gambhir,86,54,11,1,99,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",159.26
246,Virender Sehwag,24,12,3,1,35,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",200.0
247,Shikhar Dhawan,50,33,4,3,60,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",151.52
248,Shoaib Malik,6,4,1,0,7,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",150.0
249,Dinesh Karthik,2,4,0,0,2,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",50.0
250,Manoj Tiwary,11,9,1,0,12,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",122.22
251,Rajat Bhatia,8,5,1,0,9,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",160.0
252,Praveen Kumar,6,5,1,0,7,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",120.0
253,Wasim Jaffer,10,9,0,1,12,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",111.11
254,Ross Taylor,29,15,3,2,42,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",193.33
255,Jacques Kallis,54,44,6,1,62,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",122.73
256,Rahul Dravid,38,30,4,1,44,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",126.67
257,Mark Boucher,31,17,2,2,43,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",182.35
258,Virat Kohli,1,1,0,0,1,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi",100.0
259,Adam Gilchrist,6,6,0,0,6,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
260,VVS Laxman,48,34,8,0,56,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",141.18
261,Herschelle Gibbs,7,9,0,0,7,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",77.78
262,Rohit Sharma,76,42,10,2,96,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",180.95
263,Shahid Afridi,13,7,1,1,22,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",185.71
264,Venugopal Rao,1,2,0,0,1,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",50.0
265,Sanjay Bangar,3,8,0,0,-3,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",37.5
266,Nuwan Zoysa,1,2,0,0,1,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",50.0
267,Doddapaneni Kalyankrishna,3,8,0,0,-3,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",37.5
268,RP Singh,2,2,0,0,2,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
269,Shaun Marsh,84,62,11,1,97,Punjab Kings,Deccan Chargers,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",135.48
270,Ramnaresh Sarwan,15,15,2,0,17,Punjab Kings,Deccan Chargers,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
271,Kumar Sangakkara,3,4,0,0,3,Punjab Kings,Deccan Chargers,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",75.0
272,Yuvraj Singh,14,9,2,0,16,Punjab Kings,Deccan Chargers,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",155.56
273,Mahela Jayawardene,45,23,6,1,59,Punjab Kings,Deccan Chargers,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",195.65
274,Graeme Smith,2,7,0,0,-4,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",28.57
275,Swapnil Asnodkar,60,34,10,1,78,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",176.47
276,Mohammad Kaif,21,18,3,1,26,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",116.67
277,Yusuf Pathan,55,33,6,2,65,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",166.67
278,Shane Watson,0,1,0,0,-2,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",0.0
279,Ravindra Jadeja,33,19,3,1,44,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",173.68
280,Shane Warne,7,8,0,0,7,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",87.5
281,Sohail Tanvir,3,3,0,0,3,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",100.0
282,Mahesh Rawat,1,1,0,0,1,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",100.0
283,Salman Butt,7,7,1,0,8,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",100.0
284,Sourav Ganguly,51,39,4,2,59,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",130.77
285,Ajit Agarkar,20,13,1,2,25,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",153.85
286,Brad Hodge,1,3,0,0,-5,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",33.33
287,David Hussey,42,30,1,2,47,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",140.0
288,Laxmi Shukla,2,2,0,0,2,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",100.0
289,Debabrata Das,11,13,1,0,12,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",84.62
290,Wriddhiman Saha,1,2,0,0,1,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",50.0
291,Umar Gul,2,2,0,0,2,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",100.0
292,Ishant Sharma,1,1,0,0,1,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",100.0
293,Ashok Dinda,1,3,0,0,-5,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",33.33
294,Parthiv Patel,21,20,3,0,24,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",105.0
295,Stephen Fleming,13,13,2,0,15,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",100.0
296,Vidyut Sivaramakrishnan,54,37,7,1,63,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",145.95
297,MS Dhoni,32,27,2,1,36,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",118.52
298,Albie Morkel,28,16,3,2,41,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",175.0
299,Suresh Raina,3,4,0,0,3,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",75.0
300,S Badrinath,11,5,0,1,19,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",220.0
301,Joginder Sharma,0,0,0,0,-2,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",
302,Gautam Gambhir,50,37,5,1,57,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",135.14
303,Virender Sehwag,71,41,7,4,92,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",173.17
304,AB de Villiers,26,21,2,0,28,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",123.81
305,Shikhar Dhawan,19,17,2,0,21,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",111.76
306,Adam Gilchrist,46,37,4,2,54,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",124.32
307,Herschelle Gibbs,47,34,6,2,57,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",138.24
308,Rohit Sharma,17,16,2,0,19,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",106.25
309,Chamara Silva,0,2,0,0,-2,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0.0
310,Venugopal Rao,26,12,2,2,38,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",216.67
311,Dwaraka Ravi Teja,7,7,1,0,8,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
312,Arjun Yadav,8,8,0,1,10,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
313,Sanjay Bangar,0,0,0,0,-2,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",
314,Chaminda Vaas,0,3,0,0,-2,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0.0
315,RP Singh,1,3,0,0,-5,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",33.33
316,Paidikalva Vijaykumar,0,0,0,0,-2,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",
317,Jacques Kallis,31,25,6,0,37,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",124.0
318,Wasim Jaffer,5,5,1,0,6,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",100.0
319,Misbah ul Haq,34,28,4,1,40,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",121.43
320,Rahul Dravid,31,21,3,1,36,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",147.62
321,Cameron White,31,23,1,2,36,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",134.78
322,Virat Kohli,9,5,2,0,17,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",180.0
323,Balachandra Akhil,27,7,2,3,41,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",385.71
324,Shaun Marsh,40,32,5,1,47,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",125.0
325,James Hopes,18,12,4,0,22,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",150.0
